# COMMENT
# # cutUV cutIR samples
# 100.000000 0.000100 500# UV PARAMS
# beta gam massSq(UV) lam(UV)
# 0.250000 0.030000 1.000000 2.000000
# IR PARAMS
# massSq(IR) lam(IR) mu6(UR) mu8(UR) mu10(UR)
# 2.360650 0.818208 0.935425 0.000000 0.000000
# LATTICE PARAMS
# pos_count extent
# 320 8.000000
# Spectral function (PDE)
# p rho
4.525000 0.000411
4.550000 0.000406
4.575000 0.000401
4.600000 0.000395
4.625000 0.000389
4.650000 0.000383
4.675000 0.000377
4.700000 0.000370
4.725000 0.000363
4.750000 0.000356
4.775000 0.000348
4.800000 0.000340
4.825000 0.000332
4.850000 0.000324
4.875000 0.000315
4.900000 0.000307
4.925000 0.000298
4.950000 0.000289
4.975000 0.000280
5.000000 0.000271
5.025000 0.000262
5.050000 0.000253
5.075000 0.000244
5.100000 0.000236
5.125000 0.000227
5.150000 0.000219
5.175000 0.000211
5.200000 0.000203
5.225000 0.000195
5.250000 0.000188
5.275000 0.000180
5.300000 0.000174
5.325000 0.000167
5.350000 0.000161
5.375000 0.000155
5.400000 0.000149
5.425000 0.000144
5.450000 0.000139
5.475000 0.000134
5.500000 0.000129
5.525000 0.000125
5.550000 0.000121
5.575000 0.000117
5.600000 0.000113
5.625000 0.000109
5.650000 0.000106
5.675000 0.000103
5.700000 0.000100
5.725000 0.000097
5.750000 0.000094
5.775000 0.000091
5.800000 0.000089
5.825000 0.000086
5.850000 0.000084
5.875000 0.000082
5.900000 0.000080
5.925000 0.000078
5.950000 0.000076
5.975000 0.000074
6.000000 0.000072
6.025000 0.000070
6.050000 0.000069
6.075000 0.000067
6.100000 0.000066
6.125000 0.000064
6.150000 0.000063
6.175000 0.000061
6.200000 0.000060
6.225000 0.000059
6.250000 0.000058
6.275000 0.000057
6.300000 0.000055
6.325000 0.000054
6.350000 0.000053
6.375000 0.000052
6.400000 0.000051
6.425000 0.000050
6.450000 0.000049
6.475000 0.000049
6.500000 0.000048
6.525000 0.000047
6.550000 0.000046
6.575000 0.000045
6.600000 0.000044
6.625000 0.000044
6.650000 0.000043
6.675000 0.000042
6.700000 0.000042
6.725000 0.000041
6.750000 0.000040
6.775000 0.000040
6.800000 0.000039
6.825000 0.000038
6.850000 0.000038
6.875000 0.000037
6.900000 0.000037
6.925000 0.000036
6.950000 0.000036
6.975000 0.000035
7.000000 0.000034
7.025000 0.000034
7.050000 0.000033
7.075000 0.000033
7.100000 0.000033
7.125000 0.000032
7.150000 0.000032
7.175000 0.000031
7.200000 0.000031
7.225000 0.000030
7.250000 0.000030
7.275000 0.000030
7.300000 0.000029
7.325000 0.000029
7.350000 0.000028
7.375000 0.000028
7.400000 0.000028
7.425000 0.000027
7.450000 0.000027
7.475000 0.000027
7.500000 0.000026
7.525000 0.000026
7.550000 0.000026
7.575000 0.000025
7.600000 0.000025
7.625000 0.000025
7.650000 0.000024
7.675000 0.000024
7.700000 0.000024
7.725000 0.000023
7.750000 0.000023
7.775000 0.000023
7.800000 0.000023
7.825000 0.000022
7.850000 0.000022
7.875000 0.000022
7.900000 0.000022
7.925000 0.000021
7.950000 0.000021
7.975000 0.000021
